Sample,Cell,Mother,MotherSize,BirthTime,Sb,GrowthRate,DivPar
88,373,109,1.9193484708270454,1.9830287936611275,0.95967424,0.69314718,0.5
64,350,350,0.993129465754949,1.9875168424782723,0.49656473,0.69314718,0.5
64,374,350,0.993129465754949,1.9875168424782723,0.49656473,0.69314718,0.5
98,188,188,1.0510315102234875,1.9925794614703953,0.52551576,0.69314718,0.5
98,375,188,1.0510315102234875,1.9925794614703953,0.52551576,0.69314718,0.5
40,40,40,1.5685462357141764,2.001472923431261,0.78427312,0.69314718,0.5
40,376,40,1.5685462357141764,2.001472923431261,0.78427312,0.69314718,0.5
38,214,214,0.4974834474323847,2.0037992233336848,0.24874172,0.69314718,0.5
38,377,214,0.4974834474323847,2.0037992233336848,0.24874172,0.69314718,0.5
47,251,251,0.9433901136359747,2.0095989368789087,0.47169506,0.69314718,0.5
47,378,251,0.9433901136359747,2.0095989368789087,0.47169506,0.69314718,0.5
31,31,31,1.8512820652427626,2.009936882777711,0.92564103,0.69314718,0.5
31,379,31,1.8512820652427626,2.009936882777711,0.92564103,0.69314718,0.5
13,13,13,0.4685732450704565,2.0107243701581607,0.23428662,0.69314718,0.5
13,380,13,0.4685732450704565,2.0107243701581607,0.23428662,0.69314718,0.5
26,164,164,1.0535888109990765,2.0181587184511747,0.52679441,0.69314718,0.5
26,381,164,1.0535888109990765,2.0181587184511747,0.52679441,0.69314718,0.5
4,4,4,1.9197903487532206,2.018517447507768,0.95989517,0.69314718,0.5
4,382,4,1.9197903487532206,2.018517447507768,0.95989517,0.69314718,0.5
54,228,228,0.9221333064144497,2.019202311805737,0.46106665,0.69314718,0.5
54,383,228,0.9221333064144497,2.019202311805737,0.46106665,0.69314718,0.5
48,298,298,1.0773490951836784,2.024007258978242,0.53867455,0.69314718,0.5
48,384,298,1.0773490951836784,2.024007258978242,0.53867455,0.69314718,0.5
0,216,216,1.1154922726684575,2.0270527756372254,0.55774614,0.69314718,0.5
0,385,216,1.1154922726684575,2.0270527756372254,0.55774614,0.69314718,0.5
91,91,91,2.0784411873214177,2.0282811710832505,1.03922059,0.69314718,0.5
91,386,91,2.0784411873214177,2.0282811710832505,1.03922059,0.69314718,0.5
24,24,24,1.7247614849268724,2.0315210830712997,0.86238074,0.69314718,0.5
24,387,24,1.7247614849268724,2.0315210830712997,0.86238074,0.69314718,0.5
8,372,372,0.4660277169440521,2.033848343797694,0.23301386,0.69314718,0.5
8,388,372,0.4660277169440521,2.033848343797694,0.23301386,0.69314718,0.5
86,267,267,0.8455954975502412,2.036219032881297,0.42279775,0.69314718,0.5
86,389,267,0.8455954975502412,2.036219032881297,0.42279775,0.69314718,0.5
95,133,133,0.5052102220288553,2.0376220357249886,0.25260511,0.69314718,0.5
95,390,133,0.5052102220288553,2.0376220357249886,0.25260511,0.69314718,0.5
33,194,194,1.0541627279897432,2.0383562861741003,0.52708136,0.69314718,0.5
33,391,194,1.0541627279897432,2.0383562861741003,0.52708136,0.69314718,0.5
62,62,62,2.1456521163704902,2.0390974204435843,1.07282606,0.69314718,0.5
62,392,62,2.1456521163704902,2.0390974204435843,1.07282606,0.69314718,0.5
26,157,157,1.0720225371856253,2.0431820248978623,0.53601127,0.69314718,0.5
26,393,157,1.0720225371856253,2.0431820248978623,0.53601127,0.69314718,0.5
34,314,314,1.0289206789197975,2.0499765027841157,0.51446034,0.69314718,0.5
34,394,314,1.0289206789197975,2.0499765027841157,0.51446034,0.69314718,0.5
69,368,368,0.491645776508518,2.066990162192314,0.24582289,0.69314718,0.5
69,395,368,0.491645776508518,2.066990162192314,0.24582289,0.69314718,0.5
99,318,318,1.0452906970154896,2.075826083557417,0.52264535,0.69314718,0.5
99,396,318,1.0452906970154896,2.075826083557417,0.52264535,0.69314718,0.5
50,50,50,1.9735911437437628,2.080417724939174,0.98679557,0.69314718,0.5
50,397,50,1.9735911437437628,2.080417724939174,0.98679557,0.69314718,0.5
43,43,43,2.2346064839034905,2.08209931326221,1.11730324,0.69314718,0.5
43,398,43,2.2346064839034905,2.08209931326221,1.11730324,0.69314718,0.5
5,205,205,1.732269692080259,2.094326761600346,0.86613485,0.69314718,0.5
5,399,205,1.732269692080259,2.094326761600346,0.86613485,0.69314718,0.5
87,87,87,2.1842774622008627,2.097538948672963,1.09213873,0.69314718,0.5
87,400,87,2.1842774622008627,2.097538948672963,1.09213873,0.69314718,0.5
92,92,92,4.462488707999392,2.1018033478029863,2.23124435,0.69314718,0.5
92,401,92,4.462488707999392,2.1018033478029863,2.23124435,0.69314718,0.5
12,343,343,1.0761136113836713,2.1038423784416547,0.53805681,0.69314718,0.5
12,402,343,1.0761136113836713,2.1038423784416547,0.53805681,0.69314718,0.5
20,269,269,1.201415724673609,2.1063043484002817,0.60070786,0.69314718,0.5
20,403,269,1.201415724673609,2.1063043484002817,0.60070786,0.69314718,0.5
71,71,71,2.0785972897201486,2.110475929751983,1.03929864,0.69314718,0.5
71,404,71,2.0785972897201486,2.110475929751983,1.03929864,0.69314718,0.5
54,268,268,0.985915499990982,2.115690988281218,0.49295775,0.69314718,0.5
54,405,268,0.985915499990982,2.115690988281218,0.49295775,0.69314718,0.5
7,191,191,0.520253621574367,2.115759066353983,0.26012681,0.69314718,0.5
7,406,191,0.520253621574367,2.115759066353983,0.26012681,0.69314718,0.5
78,140,140,3.00852633320366,2.1226790371635613,1.50426317,0.69314718,0.5
78,407,140,3.00852633320366,2.1226790371635613,1.50426317,0.69314718,0.5
40,376,376,0.8595197726075064,2.133647600913263,0.42975989,0.69314718,0.5
40,408,376,0.8595197726075064,2.133647600913263,0.42975989,0.69314718,0.5
20,20,20,2.4541623803010593,2.1367996051097395,1.22708119,0.69314718,0.5
20,409,20,2.4541623803010593,2.1367996051097395,1.22708119,0.69314718,0.5
46,46,46,2.600247069258323,2.138389589372218,1.30012353,0.69314718,0.5
46,410,46,2.600247069258323,2.138389589372218,1.30012353,0.69314718,0.5
76,338,338,1.9695308810910988,2.147648790907261,0.98476544,0.69314718,0.5
76,411,338,1.9695308810910988,2.147648790907261,0.98476544,0.69314718,0.5
60,226,226,1.9961537724252676,2.1478807280768972,0.99807689,0.69314718,0.5
60,412,226,1.9961537724252676,2.1478807280768972,0.99807689,0.69314718,0.5
0,0,0,1.2131300247044308,2.1481064444774116,0.60656501,0.69314718,0.5
0,413,0,1.2131300247044308,2.1481064444774116,0.60656501,0.69314718,0.5
43,152,152,1.1698046381614138,2.148346133653931,0.58490232,0.69314718,0.5
43,414,152,1.1698046381614138,2.148346133653931,0.58490232,0.69314718,0.5
80,356,356,0.6455677867530207,2.1487298428644084,0.32278389,0.69314718,0.5
80,415,356,0.6455677867530207,2.1487298428644084,0.32278389,0.69314718,0.5
36,36,36,1.007895485615675,2.150774628929126,0.50394774,0.69314718,0.5
36,416,36,1.007895485615675,2.150774628929126,0.50394774,0.69314718,0.5
49,367,367,1.01479066310239,2.1633490543408658,0.50739533,0.69314718,0.5
49,417,367,1.01479066310239,2.1633490543408658,0.50739533,0.69314718,0.5
46,46,46,1.3236618000669533,2.164275434084183,0.6618309,0.69314718,0.5
46,418,46,1.3236618000669533,2.164275434084183,0.6618309,0.69314718,0.5
40,244,244,0.8793689267531898,2.1665853273095923,0.43968446,0.69314718,0.5
40,419,244,0.8793689267531898,2.1665853273095923,0.43968446,0.69314718,0.5
43,152,152,0.5932274110133308,2.1687356857638003,0.29661371,0.69314718,0.5
43,420,152,0.5932274110133308,2.1687356857638003,0.29661371,0.69314718,0.5
61,126,126,1.2199032119380833,2.1710288476895494,0.60995161,0.69314718,0.5
61,421,126,1.2199032119380833,2.1710288476895494,0.60995161,0.69314718,0.5
71,404,404,1.0858791094682354,2.1737291515527164,0.54293955,0.69314718,0.5
71,422,404,1.0858791094682354,2.1737291515527164,0.54293955,0.69314718,0.5
83,120,120,0.5866130902378611,2.1748678578390193,0.29330655,0.69314718,0.5
83,423,120,0.5866130902378611,2.1748678578390193,0.29330655,0.69314718,0.5
55,55,55,0.9756371227753128,2.175972158624787,0.48781856,0.69314718,0.5
55,424,55,0.9756371227753128,2.175972158624787,0.48781856,0.69314718,0.5
92,401,401,2.3513758266360565,2.177459976487017,1.17568791,0.69314718,0.5
92,425,401,2.3513758266360565,2.177459976487017,1.17568791,0.69314718,0.5
29,29,29,2.668599148189091,2.1789554868697896,1.33429957,0.69314718,0.5
29,426,29,2.668599148189091,2.1789554868697896,1.33429957,0.69314718,0.5
45,45,45,2.714984387354712,2.1892730183647178,1.35749219,0.69314718,0.5
45,427,45,2.714984387354712,2.1892730183647178,1.35749219,0.69314718,0.5
86,212,212,0.9421778353300285,2.1922507310021637,0.47108892,0.69314718,0.5
86,428,212,0.9421778353300285,2.1922507310021637,0.47108892,0.69314718,0.5
27,27,27,0.5692514962325311,2.193026757756225,0.28462575,0.69314718,0.5
27,429,27,0.5692514962325311,2.193026757756225,0.28462575,0.69314718,0.5
43,113,113,1.2067596602496966,2.1932168950743725,0.60337983,0.69314718,0.5
43,430,113,1.2067596602496966,2.1932168950743725,0.60337983,0.69314718,0.5
42,282,282,1.286782487220649,2.1955060991769804,0.64339124,0.69314718,0.5
42,431,282,1.286782487220649,2.1955060991769804,0.64339124,0.69314718,0.5
29,144,144,1.3522165398058414,2.198199072041861,0.67610827,0.69314718,0.5
29,432,144,1.3522165398058414,2.198199072041861,0.67610827,0.69314718,0.5
81,348,348,1.4289302802947972,2.2053023541452585,0.71446514,0.69314718,0.5
81,433,348,1.4289302802947972,2.2053023541452585,0.71446514,0.69314718,0.5
5,399,399,0.935831149572219,2.2059833603939927,0.46791557,0.69314718,0.5
5,434,399,0.935831149572219,2.2059833603939927,0.46791557,0.69314718,0.5
22,173,173,0.6106829368668243,2.2141431484877057,0.30534147,0.69314718,0.5
22,435,173,0.6106829368668243,2.2141431484877057,0.30534147,0.69314718,0.5
42,197,197,1.30409450056827,2.2147863101947465,0.65204725,0.69314718,0.5
42,436,197,1.30409450056827,2.2147863101947465,0.65204725,0.69314718,0.5
17,17,17,4.512906289194041,2.2155979183091996,2.25645314,0.69314718,0.5
17,437,17,4.512906289194041,2.2155979183091996,2.25645314,0.69314718,0.5
27,167,167,1.162058095552932,2.222570870437048,0.58102905,0.69314718,0.5
27,438,167,1.162058095552932,2.222570870437048,0.58102905,0.69314718,0.5
25,25,25,4.083423007810606,2.2252738462047734,2.0417115,0.69314718,0.5
25,439,25,4.083423007810606,2.2252738462047734,2.0417115,0.69314718,0.5
1,313,313,1.2465727340388935,2.226289382791229,0.62328637,0.69314718,0.5
1,440,313,1.2465727340388935,2.226289382791229,0.62328637,0.69314718,0.5
66,353,353,1.1667020363418734,2.2293085117314013,0.58335102,0.69314718,0.5
66,441,353,1.1667020363418734,2.2293085117314013,0.58335102,0.69314718,0.5
39,306,306,0.550365328576773,2.2297162416940255,0.27518266,0.69314718,0.5
39,442,306,0.550365328576773,2.2297162416940255,0.27518266,0.69314718,0.5
24,24,24,0.9914849389818273,2.232786978518911,0.49574247,0.69314718,0.5
24,443,24,0.9914849389818273,2.232786978518911,0.49574247,0.69314718,0.5
60,342,342,1.0629979751598169,2.238796714803482,0.53149899,0.69314718,0.5
60,444,342,1.0629979751598169,2.238796714803482,0.53149899,0.69314718,0.5
63,63,63,4.177337163638087,2.2388538360969243,2.08866858,0.69314718,0.5
63,445,63,4.177337163638087,2.2388538360969243,2.08866858,0.69314718,0.5
24,122,122,0.9967781852698656,2.2404686159424045,0.49838909,0.69314718,0.5
24,446,122,0.9967781852698656,2.2404686159424045,0.49838909,0.69314718,0.5
88,275,275,1.148154122614001,2.241728442570943,0.57407706,0.69314718,0.5
88,447,275,1.148154122614001,2.241728442570943,0.57407706,0.69314718,0.5
70,279,279,1.3240546406168638,2.2458377953407607,0.66202732,0.69314718,0.5
70,448,279,1.3240546406168638,2.2458377953407607,0.66202732,0.69314718,0.5
47,236,236,0.5558996666721567,2.246568971838646,0.27794983,0.69314718,0.5
47,449,236,0.5558996666721567,2.246568971838646,0.27794983,0.69314718,0.5
10,245,245,0.602074869431241,2.2510524833537144,0.30103743,0.69314718,0.5
10,450,245,0.602074869431241,2.2510524833537144,0.30103743,0.69314718,0.5
4,308,308,1.128244988155432,2.251649047761049,0.56412249,0.69314718,0.5
4,451,308,1.128244988155432,2.251649047761049,0.56412249,0.69314718,0.5
73,73,73,1.1693602933791325,2.2549956431816938,0.58468015,0.69314718,0.5
73,452,73,1.1693602933791325,2.2549956431816938,0.58468015,0.69314718,0.5
47,236,236,0.2799382528910232,2.256853096018513,0.13996913,0.69314718,0.5
47,453,236,0.2799382528910232,2.256853096018513,0.13996913,0.69314718,0.5
17,437,437,2.327270368241793,2.260179921200782,1.16363518,0.69314718,0.5
17,454,437,2.327270368241793,2.260179921200782,1.16363518,0.69314718,0.5
36,416,416,0.5446169563802841,2.2627423893371423,0.27230848,0.69314718,0.5
36,455,416,0.5446169563802841,2.2627423893371423,0.27230848,0.69314718,0.5
16,16,16,1.2537129103003646,2.2627546304392516,0.62685646,0.69314718,0.5
16,456,16,1.2537129103003646,2.2627546304392516,0.62685646,0.69314718,0.5
19,121,121,1.2818934718163184,2.265957380637262,0.64094674,0.69314718,0.5
19,457,121,1.2818934718163184,2.265957380637262,0.64094674,0.69314718,0.5
71,158,158,1.1593856139396959,2.268226143565765,0.57969281,0.69314718,0.5
71,458,158,1.1593856139396959,2.268226143565765,0.57969281,0.69314718,0.5
19,121,121,0.6429385712159581,2.270433813555943,0.32146929,0.69314718,0.5
19,459,121,0.6429385712159581,2.270433813555943,0.32146929,0.69314718,0.5
15,111,111,2.0442383395405814,2.2734321429655435,1.02211917,0.69314718,0.5
15,460,111,2.0442383395405814,2.2734321429655435,1.02211917,0.69314718,0.5
85,247,247,0.6094629463274823,2.27361522155628,0.30473147,0.69314718,0.5
85,461,247,0.6094629463274823,2.27361522155628,0.30473147,0.69314718,0.5
44,331,331,1.276622633161343,2.275707951164758,0.63831132,0.69314718,0.5
44,462,331,1.276622633161343,2.275707951164758,0.63831132,0.69314718,0.5
8,8,8,2.208311328667028,2.2783042553475528,1.10415566,0.69314718,0.5
8,463,8,2.208311328667028,2.2783042553475528,1.10415566,0.69314718,0.5
60,444,444,0.5466439131980436,2.279331130766719,0.27332196,0.69314718,0.5
60,464,444,0.5466439131980436,2.279331130766719,0.27332196,0.69314718,0.5
5,399,399,0.49257851827943067,2.280088822315803,0.24628926,0.69314718,0.5
5,465,399,0.49257851827943067,2.280088822315803,0.24628926,0.69314718,0.5
22,165,165,2.5578874712693667,2.28060050543584,1.27894374,0.69314718,0.5
22,466,165,2.5578874712693667,2.28060050543584,1.27894374,0.69314718,0.5
54,202,202,0.553269192519731,2.282208578633916,0.2766346,0.69314718,0.5
54,467,202,0.553269192519731,2.282208578633916,0.2766346,0.69314718,0.5
90,203,203,0.6600720628156382,2.2832048260284457,0.33003603,0.69314718,0.5
90,468,203,0.6600720628156382,2.2832048260284457,0.33003603,0.69314718,0.5
29,426,426,1.4395297210453286,2.288470448772901,0.71976486,0.69314718,0.5
29,469,426,1.4395297210453286,2.288470448772901,0.71976486,0.69314718,0.5
57,155,155,1.1553148268097606,2.29038342882859,0.57765741,0.69314718,0.5
57,470,155,1.1553148268097606,2.29038342882859,0.57765741,0.69314718,0.5
6,278,278,0.3263396940504368,2.2939565853565425,0.16316985,0.69314718,0.5
6,471,278,0.3263396940504368,2.2939565853565425,0.16316985,0.69314718,0.5
95,95,95,2.414794973915352,2.2945670043099886,1.20739749,0.69314718,0.5
95,472,95,2.414794973915352,2.2945670043099886,1.20739749,0.69314718,0.5
64,64,64,1.2311267361719478,2.2974424207616213,0.61556337,0.69314718,0.5
64,473,64,1.2311267361719478,2.2974424207616213,0.61556337,0.69314718,0.5
92,92,92,2.5558776472425957,2.2977736037832166,1.27793882,0.69314718,0.5
92,474,92,2.5558776472425957,2.2977736037832166,1.27793882,0.69314718,0.5
65,235,235,1.9966519474612552,2.299464422481864,0.99832597,0.69314718,0.5
65,475,235,1.9966519474612552,2.299464422481864,0.99832597,0.69314718,0.5
68,288,288,1.215348604757424,2.2996319689975193,0.6076743,0.69314718,0.5
68,476,288,1.215348604757424,2.2996319689975193,0.6076743,0.69314718,0.5
91,330,330,2.5448926806590744,2.3203840642546845,1.27244634,0.69314718,0.5
91,477,330,2.5448926806590744,2.3203840642546845,1.27244634,0.69314718,0.5
99,318,318,0.6208776607336932,2.32430279902291,0.31043883,0.69314718,0.5
99,478,318,0.6208776607336932,2.32430279902291,0.31043883,0.69314718,0.5
26,242,242,1.3060457156951482,2.328052185548551,0.65302286,0.69314718,0.5
26,479,242,1.3060457156951482,2.328052185548551,0.65302286,0.69314718,0.5
68,249,249,1.2449222124878532,2.3343173800821915,0.62246111,0.69314718,0.5
68,480,249,1.2449222124878532,2.3343173800821915,0.62246111,0.69314718,0.5
80,201,201,1.472117347329743,2.337982024473353,0.73605867,0.69314718,0.5
80,481,201,1.472117347329743,2.337982024473353,0.73605867,0.69314718,0.5
61,421,421,0.6854917700344106,2.339473410225014,0.34274589,0.69314718,0.5
61,482,421,0.6854917700344106,2.339473410225014,0.34274589,0.69314718,0.5
68,68,68,1.2558795409021035,2.346959873238124,0.62793977,0.69314718,0.5
68,483,68,1.2558795409021035,2.346959873238124,0.62793977,0.69314718,0.5
32,178,178,0.5719613718708307,2.3538370790071568,0.28598069,0.69314718,0.5
32,484,178,0.5719613718708307,2.3538370790071568,0.28598069,0.69314718,0.5
58,220,220,1.2242961771316383,2.3560492311577845,0.61214809,0.69314718,0.5
58,485,220,1.2242961771316383,2.3560492311577845,0.61214809,0.69314718,0.5
3,3,3,6.21360034117035,2.3647649366998107,3.10680017,0.69314718,0.5
3,486,3,6.21360034117035,2.3647649366998107,3.10680017,0.69314718,0.5
37,103,103,2.41661579557209,2.3673675587627456,1.2083079,0.69314718,0.5
37,487,103,2.41661579557209,2.3673675587627456,1.2083079,0.69314718,0.5
54,383,383,0.5872195265566956,2.3681269279541852,0.29360976,0.69314718,0.5
54,488,383,0.5872195265566956,2.3681269279541852,0.29360976,0.69314718,0.5
43,43,43,1.3629634431510609,2.3688253865908653,0.68148172,0.69314718,0.5
43,489,43,1.3629634431510609,2.3688253865908653,0.68148172,0.69314718,0.5
41,243,243,1.2457614912212773,2.3773932167550944,0.62288075,0.69314718,0.5
41,490,243,1.2457614912212773,2.3773932167550944,0.62288075,0.69314718,0.5
90,259,259,0.7049012185954736,2.378002387392369,0.35245061,0.69314718,0.5
90,491,259,0.7049012185954736,2.378002387392369,0.35245061,0.69314718,0.5
53,118,118,1.3631011577695675,2.3782235963069827,0.68155058,0.69314718,0.5
53,492,118,1.3631011577695675,2.3782235963069827,0.68155058,0.69314718,0.5
70,290,290,0.7262871947639079,2.379487184446737,0.3631436,0.69314718,0.5
70,493,290,0.7262871947639079,2.379487184446737,0.3631436,0.69314718,0.5
7,174,174,1.2537904655710381,2.384768322376347,0.62689523,0.69314718,0.5
7,494,174,1.2537904655710381,2.384768322376347,0.62689523,0.69314718,0.5
34,34,34,1.3054322343023834,2.3933723043585133,0.65271612,0.69314718,0.5
34,495,34,1.3054322343023834,2.3933723043585133,0.65271612,0.69314718,0.5
91,330,330,1.3396074819001176,2.3945895846491987,0.66980374,0.69314718,0.5
91,496,330,1.3396074819001176,2.3945895846491987,0.66980374,0.69314718,0.5
82,82,82,2.566002710777898,2.4000551625567743,1.28300136,0.69314718,0.5
82,497,82,2.566002710777898,2.4000551625567743,1.28300136,0.69314718,0.5
68,230,230,0.6523291038662595,2.4019336814478613,0.32616455,0.69314718,0.5
68,498,230,0.6523291038662595,2.4019336814478613,0.32616455,0.69314718,0.5
7,191,191,0.31746997242383235,2.403164105998446,0.15873499,0.69314718,0.5
7,499,191,0.31746997242383235,2.403164105998446,0.15873499,0.69314718,0.5
41,490,490,0.637596072183857,2.411079981845108,0.31879804,0.69314718,0.5
41,500,490,0.637596072183857,2.411079981845108,0.31879804,0.69314718,0.5
17,17,17,2.5861159562490323,2.4123280612569147,1.29305798,0.69314718,0.5
17,501,17,2.5861159562490323,2.4123280612569147,1.29305798,0.69314718,0.5
44,331,331,0.7022296275876311,2.4133905915699465,0.35111481,0.69314718,0.5
44,502,331,0.7022296275876311,2.4133905915699465,0.35111481,0.69314718,0.5
87,87,87,1.3598288906004203,2.4138079458789226,0.67991445,0.69314718,0.5
87,503,87,1.3598288906004203,2.4138079458789226,0.67991445,0.69314718,0.5
94,234,234,2.7305949589466296,2.414460722993785,1.36529748,0.69314718,0.5
94,504,234,2.7305949589466296,2.414460722993785,1.36529748,0.69314718,0.5
49,266,266,2.417412227880762,2.415630412584596,1.20870611,0.69314718,0.5
49,505,266,2.417412227880762,2.415630412584596,1.20870611,0.69314718,0.5
15,460,460,1.128326021958355,2.416052716476432,0.56416301,0.69314718,0.5
15,506,460,1.128326021958355,2.416052716476432,0.56416301,0.69314718,0.5
58,347,347,1.2767752091781794,2.4166011640399447,0.6383876,0.69314718,0.5
58,507,347,1.2767752091781794,2.4166011640399447,0.6383876,0.69314718,0.5
60,361,361,0.6013127499274347,2.416845320171211,0.30065637,0.69314718,0.5
60,508,361,0.6013127499274347,2.416845320171211,0.30065637,0.69314718,0.5
45,327,327,1.5928683189231723,2.419956122010689,0.79643416,0.69314718,0.5
45,509,327,1.5928683189231723,2.419956122010689,0.79643416,0.69314718,0.5
46,285,285,3.1624190361282785,2.4207694227476315,1.58120952,0.69314718,0.5
46,510,285,3.1624190361282785,2.4207694227476315,1.58120952,0.69314718,0.5
88,447,447,0.6501929741378725,2.421351998942494,0.32509649,0.69314718,0.5
88,511,447,0.6501929741378725,2.421351998942494,0.32509649,0.69314718,0.5
83,83,83,2.7839745559093196,2.4215327133730087,1.39198728,0.69314718,0.5
83,512,83,2.7839745559093196,2.4215327133730087,1.39198728,0.69314718,0.5
55,241,241,1.1588082785361404,2.4241974964918964,0.57940414,0.69314718,0.5
55,513,241,1.1588082785361404,2.4241974964918964,0.57940414,0.69314718,0.5
98,188,188,0.7102668613884909,2.4272066199242843,0.35513343,0.69314718,0.5
98,514,188,0.7102668613884909,2.4272066199242843,0.35513343,0.69314718,0.5
46,510,510,1.592875890869294,2.431374741644499,0.79643795,0.69314718,0.5
46,515,510,1.592875890869294,2.431374741644499,0.79643795,0.69314718,0.5
50,50,50,1.2600174134436748,2.4330382500087935,0.63000871,0.69314718,0.5
50,516,50,1.2600174134436748,2.4330382500087935,0.63000871,0.69314718,0.5
3,3,3,3.270171053704587,2.4387015875430773,1.63508553,0.69314718,0.5
3,517,3,3.270171053704587,2.4387015875430773,1.63508553,0.69314718,0.5
20,269,269,0.7577837904260694,2.441427081593749,0.3788919,0.69314718,0.5
20,518,269,0.7577837904260694,2.441427081593749,0.3788919,0.69314718,0.5
52,52,52,5.405677058126072,2.4429481513350866,2.70283853,0.69314718,0.5
52,519,52,5.405677058126072,2.4429481513350866,2.70283853,0.69314718,0.5
88,109,109,1.3215642820878397,2.4446587278909595,0.66078214,0.69314718,0.5
88,520,109,1.3215642820878397,2.4446587278909595,0.66078214,0.69314718,0.5
12,303,303,2.7260453951324197,2.4448215656965746,1.3630227,0.69314718,0.5
12,521,303,2.7260453951324197,2.4448215656965746,1.3630227,0.69314718,0.5
1,182,182,1.4508251821206675,2.4451960119211256,0.72541259,0.69314718,0.5
1,522,182,1.4508251821206675,2.4451960119211256,0.72541259,0.69314718,0.5
25,25,25,2.3799633829757547,2.446434197053885,1.18998169,0.69314718,0.5
25,523,25,2.3799633829757547,2.446434197053885,1.18998169,0.69314718,0.5
6,6,6,2.9151640400456715,2.4530872691830847,1.45758202,0.69314718,0.5
6,524,6,2.9151640400456715,2.4530872691830847,1.45758202,0.69314718,0.5
75,207,207,0.3503999270250931,2.4565651488827567,0.17519996,0.69314718,0.5
75,525,207,0.3503999270250931,2.4565651488827567,0.17519996,0.69314718,0.5
20,20,20,1.5353708886860689,2.460156095984792,0.76768544,0.69314718,0.5
20,526,20,1.5353708886860689,2.460156095984792,0.76768544,0.69314718,0.5
7,344,344,0.6613889026678479,2.4620428025085523,0.33069445,0.69314718,0.5
7,527,344,0.6613889026678479,2.4620428025085523,0.33069445,0.69314718,0.5
46,515,515,0.8142139218077573,2.4632206728440136,0.40710696,0.69314718,0.5
46,528,515,0.8142139218077573,2.4632206728440136,0.40710696,0.69314718,0.5
40,189,189,1.0833191212650959,2.467503158420133,0.54165956,0.69314718,0.5
40,529,189,1.0833191212650959,2.467503158420133,0.54165956,0.69314718,0.5
69,195,195,1.300287374545717,2.4701295139694253,0.65014369,0.69314718,0.5
69,530,195,1.300287374545717,2.4701295139694253,0.65014369,0.69314718,0.5
43,420,420,0.3662205314450045,2.472863099725391,0.18311027,0.69314718,0.5
43,531,420,0.3662205314450045,2.472863099725391,0.18311027,0.69314718,0.5
9,240,240,1.6424543291949258,2.4733468562065513,0.82122716,0.69314718,0.5
9,532,240,1.6424543291949258,2.4733468562065513,0.82122716,0.69314718,0.5
74,299,299,1.3541062332417095,2.473545304250467,0.67705312,0.69314718,0.5
74,533,299,1.3541062332417095,2.473545304250467,0.67705312,0.69314718,0.5
10,450,450,0.352207406172311,2.477534828974332,0.1761037,0.69314718,0.5
10,534,450,0.352207406172311,2.477534828974332,0.1761037,0.69314718,0.5
72,72,72,6.033244796991707,2.4794868141169344,3.0166224,0.69314718,0.5
72,535,72,6.033244796991707,2.4794868141169344,3.0166224,0.69314718,0.5
96,96,96,3.2757377611155154,2.484325197899025,1.63786888,0.69314718,0.5
96,536,96,3.2757377611155154,2.484325197899025,1.63786888,0.69314718,0.5
42,104,104,1.5723447293984887,2.4846554492215933,0.78617236,0.69314718,0.5
42,537,104,1.5723447293984887,2.4846554492215933,0.78617236,0.69314718,0.5
0,0,0,0.767722015937758,2.488028181898814,0.38386101,0.69314718,0.5
0,538,0,0.767722015937758,2.488028181898814,0.38386101,0.69314718,0.5
33,33,33,1.4452929378131054,2.4936206310560243,0.72264647,0.69314718,0.5
33,539,33,1.4452929378131054,2.4936206310560243,0.72264647,0.69314718,0.5
29,469,469,0.8301631837015254,2.494339730614459,0.41508159,0.69314718,0.5
29,540,469,0.8301631837015254,2.494339730614459,0.41508159,0.69314718,0.5
45,45,45,1.6785726877332268,2.495564128438209,0.83928634,0.69314718,0.5
45,541,45,1.6785726877332268,2.495564128438209,0.83928634,0.69314718,0.5
93,93,93,1.1186332059956696,2.497306101288728,0.5593166,0.69314718,0.5
93,542,93,1.1186332059956696,2.497306101288728,0.5593166,0.69314718,0.5
82,82,82,1.3728706343716839,2.4977281547418198,0.68643532,0.69314718,0.5
82,543,82,1.3728706343716839,2.4977281547418198,0.68643532,0.69314718,0.5
32,153,153,1.2694789011269678,2.504083875262427,0.63473945,0.69314718,0.5
32,544,153,1.2694789011269678,2.504083875262427,0.63473945,0.69314718,0.5
49,505,505,1.2867810501439039,2.505933499057607,0.64339053,0.69314718,0.5
49,545,505,1.2867810501439039,2.505933499057607,0.64339053,0.69314718,0.5
2,271,271,1.6725340372217985,2.507825355297224,0.83626702,0.69314718,0.5
2,546,271,1.6725340372217985,2.507825355297224,0.83626702,0.69314718,0.5
58,220,220,0.680224506063905,2.508179506794058,0.34011225,0.69314718,0.5
58,547,220,0.680224506063905,2.508179506794058,0.34011225,0.69314718,0.5
97,97,97,5.303792189840105,2.5095772106211633,2.65189609,0.69314718,0.5
97,548,97,5.303792189840105,2.5095772106211633,2.65189609,0.69314718,0.5
39,39,39,2.674614901704346,2.5105859326201116,1.33730745,0.69314718,0.5
39,549,39,2.674614901704346,2.5105859326201116,1.33730745,0.69314718,0.5
91,477,477,1.4528571698446247,2.511672124634381,0.72642858,0.69314718,0.5
91,550,477,1.4528571698446247,2.511672124634381,0.72642858,0.69314718,0.5
