Sample,Cell,Mother,MotherSize,BirthTime,Sb,GrowthRate,DivPar
34,34,34,nan,0.000,0.99388805,0.69314718,0.5
35,35,35,nan,0.000,0.87615865,0.69314718,0.5
36,36,36,nan,0.000,0.90787867,0.69314718,0.5
37,37,37,nan,0.000,0.93667507,0.69314718,0.5
38,38,38,nan,0.000,0.99235018,0.69314718,0.5
39,39,39,nan,0.000,0.93870598,0.69314718,0.5
40,40,40,nan,0.000,0.78347282,0.69314718,0.5
41,41,41,nan,0.000,0.95902123,0.69314718,0.5
42,42,42,nan,0.000,1.12370404,0.69314718,0.5
43,43,43,nan,0.000,1.05549627,0.69314718,0.5
44,44,44,nan,0.000,1.05454757,0.69314718,0.5
45,45,45,nan,0.000,1.19058521,0.69314718,0.5
46,46,46,nan,0.000,1.1812048,0.69314718,0.5
47,47,47,nan,0.000,0.93713413,0.69314718,0.5
48,48,48,nan,0.000,1.05956974,0.69314718,0.5
49,49,49,nan,0.000,0.9061571,0.69314718,0.5
50,50,50,nan,0.000,0.93329523,0.69314718,0.5
51,51,51,nan,0.000,1.09107519,0.69314718,0.5
52,52,52,nan,0.000,0.9941443,0.69314718,0.5
53,53,53,nan,0.000,1.04874871,0.69314718,0.5
54,54,54,nan,0.000,0.90994101,0.69314718,0.5
55,55,55,nan,0.000,0.86360554,0.69314718,0.5
56,56,56,nan,0.000,1.31889709,0.69314718,0.5
57,57,57,nan,0.000,0.94468327,0.69314718,0.5
58,58,58,nan,0.000,0.95654409,0.69314718,0.5
59,59,59,nan,0.000,0.93200785,0.69314718,0.5
60,60,60,nan,0.000,0.90083959,0.69314718,0.5
61,61,61,nan,0.000,1.08352906,0.69314718,0.5
62,62,62,nan,0.000,1.04414261,0.69314718,0.5
63,63,63,nan,0.000,0.88498797,0.69314718,0.5
64,64,64,nan,0.000,1.00175997,0.69314718,0.5
65,65,65,nan,0.000,0.81119375,0.69314718,0.5
66,66,66,nan,0.000,0.99524778,0.69314718,0.5
67,67,67,nan,0.000,1.0152109,0.69314718,0.5
68,68,68,nan,0.000,0.98742168,0.69314718,0.5
69,69,69,nan,0.000,0.93867718,0.69314718,0.5
70,70,70,nan,0.000,1.1166096,0.69314718,0.5
71,71,71,nan,0.000,0.96268409,0.69314718,0.5
72,72,72,nan,0.000,1.08181013,0.69314718,0.5
73,73,73,nan,0.000,0.97991184,0.69314718,0.5
74,74,74,nan,0.000,0.9752173,0.69314718,0.5
75,75,75,nan,0.000,1.02137258,0.69314718,0.5
76,76,76,nan,0.000,0.88896791,0.69314718,0.5
77,77,77,nan,0.000,0.9823402,0.69314718,0.5
78,78,78,nan,0.000,1.38163635,0.69314718,0.5
79,79,79,nan,0.000,1.01134633,0.69314718,0.5
80,80,80,nan,0.000,1.16466146,0.69314718,0.5
81,81,81,nan,0.000,1.23939253,0.69314718,0.5
82,82,82,nan,0.000,0.97229603,0.69314718,0.5
83,83,83,nan,0.000,1.03930083,0.69314718,0.5
84,84,84,nan,0.000,0.89894675,0.69314718,0.5
85,85,85,nan,0.000,1.0083491,0.69314718,0.5
86,86,86,nan,0.000,0.82463098,0.69314718,0.5
87,87,87,nan,0.000,1.02074124,0.69314718,0.5
88,88,88,nan,0.000,0.97103007,0.69314718,0.5
89,89,89,nan,0.000,0.90438832,0.69314718,0.5
90,90,90,nan,0.000,1.08484627,0.69314718,0.5
91,91,91,nan,0.000,1.01904711,0.69314718,0.5
92,92,92,nan,0.000,1.03961198,0.69314718,0.5
93,93,93,nan,0.000,0.7924715,0.69314718,0.5
94,94,94,nan,0.000,1.02438257,0.69314718,0.5
95,95,95,nan,0.000,0.98441169,0.69314718,0.5
96,96,96,nan,0.000,1.17080001,0.69314718,0.5
97,97,97,nan,0.000,0.93138338,0.69314718,0.5
98,98,98,nan,0.000,1.05645144,0.69314718,0.5
99,99,99,nan,0.000,0.99177044,0.69314718,0.5
75,75,75,1.023069721000963,0.002395235696837126,0.51153486,0.69314718,0.5
75,100,75,1.023069721000963,0.002395235696837126,0.51153486,0.69314718,0.5
84,84,84,0.9109162376870127,0.019082741858718808,0.45545812,0.69314718,0.5
84,101,84,0.9109162376870127,0.019082741858718808,0.45545812,0.69314718,0.5
81,81,81,1.262505133427744,0.026656081271315593,0.63125257,0.69314718,0.5
81,102,81,1.262505133427744,0.026656081271315593,0.63125257,0.69314718,0.5
37,37,37,0.9563701510476729,0.030020441949819468,0.47818508,0.69314718,0.5
37,103,37,0.9563701510476729,0.030020441949819468,0.47818508,0.69314718,0.5
42,42,42,1.1572732597140456,0.04246745189767415,0.57863663,0.69314718,0.5
42,104,42,1.1572732597140456,0.04246745189767415,0.57863663,0.69314718,0.5
57,57,57,0.9937658142268461,0.07307520363041352,0.49688291,0.69314718,0.5
57,105,57,0.9937658142268461,0.07307520363041352,0.49688291,0.69314718,0.5
95,95,95,1.0421276204862329,0.08219826382630953,0.52106381,0.69314718,0.5
95,106,95,1.0421276204862329,0.08219826382630953,0.52106381,0.69314718,0.5
34,34,34,1.0533849277864786,0.08387745799699534,0.52669246,0.69314718,0.5
34,107,34,1.0533849277864786,0.08387745799699534,0.52669246,0.69314718,0.5
73,73,73,1.073559202275379,0.13167788580950068,0.5367796,0.69314718,0.5
73,108,73,1.073559202275379,0.13167788580950068,0.5367796,0.69314718,0.5
88,88,88,1.0679147023503799,0.1372085463197193,0.53395735,0.69314718,0.5
88,109,88,1.0679147023503799,0.1372085463197193,0.53395735,0.69314718,0.5
55,55,55,0.9529286275004565,0.14199566835207536,0.47646431,0.69314718,0.5
55,110,55,0.9529286275004565,0.14199566835207536,0.47646431,0.69314718,0.5
15,15,15,0.9336028805432116,0.14274964926734393,0.46680144,0.69314718,0.5
15,111,15,0.9336028805432116,0.14274964926734393,0.46680144,0.69314718,0.5
62,62,62,1.1637406670082722,0.15645083329667836,0.58187033,0.69314718,0.5
62,112,62,1.1637406670082722,0.15645083329667836,0.58187033,0.69314718,0.5
43,43,43,1.1920398984795855,0.17551104401164735,0.59601995,0.69314718,0.5
43,113,43,1.1920398984795855,0.17551104401164735,0.59601995,0.69314718,0.5
32,32,32,1.0298289407305938,0.20225217692422587,0.51491447,0.69314718,0.5
32,114,32,1.0298289407305938,0.20225217692422587,0.51491447,0.69314718,0.5
31,31,31,1.0834084239333244,0.23698937225615807,0.54170421,0.69314718,0.5
31,115,31,1.0834084239333244,0.23698937225615807,0.54170421,0.69314718,0.5
61,61,61,1.293726579853504,0.25579490584547065,0.64686329,0.69314718,0.5
61,116,61,1.293726579853504,0.25579490584547065,0.64686329,0.69314718,0.5
29,29,29,1.4111594595561594,0.25975389335714894,0.70557973,0.69314718,0.5
29,117,29,1.4111594595561594,0.25975389335714894,0.70557973,0.69314718,0.5
53,53,53,1.2607095455708888,0.26556689758614554,0.63035477,0.69314718,0.5
53,118,53,1.2607095455708888,0.26556689758614554,0.63035477,0.69314718,0.5
18,18,18,1.162338891747294,0.27460657421099305,0.58116945,0.69314718,0.5
18,119,18,1.162338891747294,0.27460657421099305,0.58116945,0.69314718,0.5
83,83,83,1.2617358567485484,0.2797966026531165,0.63086793,0.69314718,0.5
83,120,83,1.2617358567485484,0.2797966026531165,0.63086793,0.69314718,0.5
19,19,19,1.2952075269768017,0.28086427971321737,0.64760376,0.69314718,0.5
19,121,19,1.2952075269768017,0.28086427971321737,0.64760376,0.69314718,0.5
24,24,24,1.029120922352792,0.2865367256126025,0.51456046,0.69314718,0.5
24,122,24,1.029120922352792,0.2865367256126025,0.51456046,0.69314718,0.5
21,21,21,1.3831228113839305,0.32372102853159446,0.69156141,0.69314718,0.5
21,123,21,1.3831228113839305,0.32372102853159446,0.69156141,0.69314718,0.5
7,7,7,1.2021054731561798,0.3240355425709814,0.60105274,0.69314718,0.5
7,124,7,1.2021054731561798,0.3240355425709814,0.60105274,0.69314718,0.5
21,123,123,0.6936494590405681,0.3280704406961625,0.34682473,0.69314718,0.5
21,125,123,0.6936494590405681,0.3280704406961625,0.34682473,0.69314718,0.5
61,61,61,0.6820300390477019,0.33216934712073076,0.34101502,0.69314718,0.5
61,126,61,0.6820300390477019,0.33216934712073076,0.34101502,0.69314718,0.5
48,48,48,1.3535870293831611,0.3533091036657072,0.67679351,0.69314718,0.5
48,127,48,1.3535870293831611,0.3533091036657072,0.67679351,0.69314718,0.5
28,28,28,1.159599399764251,0.3814896360708874,0.5797997,0.69314718,0.5
28,128,28,1.159599399764251,0.3814896360708874,0.5797997,0.69314718,0.5
0,0,0,1.4497075542966273,0.40513415448183276,0.72485378,0.69314718,0.5
0,129,0,1.4497075542966273,0.40513415448183276,0.72485378,0.69314718,0.5
59,59,59,1.2445376726152129,0.4171958853037513,0.62226884,0.69314718,0.5
59,130,59,1.2445376726152129,0.4171958853037513,0.62226884,0.69314718,0.5
85,85,85,1.3514651373893134,0.42252910118709364,0.67573257,0.69314718,0.5
85,131,85,1.3514651373893134,0.42252910118709364,0.67573257,0.69314718,0.5
90,90,90,1.4927774601457453,0.4605084906419774,0.74638873,0.69314718,0.5
90,132,90,1.4927774601457453,0.4605084906419774,0.74638873,0.69314718,0.5
95,106,106,0.6803746825112575,0.4670676636741584,0.34018734,0.69314718,0.5
95,133,106,0.6803746825112575,0.4670676636741584,0.34018734,0.69314718,0.5
56,56,56,1.8272241600050236,0.470321635156834,0.91361208,0.69314718,0.5
56,134,56,1.8272241600050236,0.470321635156834,0.91361208,0.69314718,0.5
8,8,8,1.2647514619825142,0.4742145839562595,0.63237573,0.69314718,0.5
8,135,8,1.2647514619825142,0.4742145839562595,0.63237573,0.69314718,0.5
36,36,36,1.2717662519224358,0.48626211408776254,0.63588313,0.69314718,0.5
36,136,36,1.2717662519224358,0.48626211408776254,0.63588313,0.69314718,0.5
69,69,69,1.3264834763027962,0.49890571198863587,0.66324174,0.69314718,0.5
69,137,69,1.3264834763027962,0.49890571198863587,0.66324174,0.69314718,0.5
34,107,107,0.7036310806811805,0.5017358516765393,0.35181554,0.69314718,0.5
34,138,107,0.7036310806811805,0.5017358516765393,0.35181554,0.69314718,0.5
34,107,107,0.353487985488356,0.5085778218490077,0.17674399,0.69314718,0.5
34,139,107,0.353487985488356,0.5085778218490077,0.17674399,0.69314718,0.5
78,78,78,1.9786393576311407,0.5181307320394163,0.98931968,0.69314718,0.5
78,140,78,1.9786393576311407,0.5181307320394163,0.98931968,0.69314718,0.5
0,129,129,0.7975802873650373,0.5430739142674155,0.39879014,0.69314718,0.5
0,141,129,0.7975802873650373,0.5430739142674155,0.39879014,0.69314718,0.5
53,53,53,0.7654953369805263,0.5457964603195256,0.38274767,0.69314718,0.5
53,142,53,0.7654953369805263,0.5457964603195256,0.38274767,0.69314718,0.5
80,80,80,1.7103257113356856,0.5543604420240948,0.85516286,0.69314718,0.5
80,143,80,1.7103257113356856,0.5543604420240948,0.85516286,0.69314718,0.5
29,117,117,0.8752315307955042,0.5706094913899775,0.43761577,0.69314718,0.5
29,144,117,0.8752315307955042,0.5706094913899775,0.43761577,0.69314718,0.5
34,138,138,0.37269758975187567,0.5849221300997459,0.18634879,0.69314718,0.5
34,145,138,0.37269758975187567,0.5849221300997459,0.18634879,0.69314718,0.5
86,86,86,1.2434150213363986,0.592487345661743,0.62170751,0.69314718,0.5
86,146,86,1.2434150213363986,0.592487345661743,0.62170751,0.69314718,0.5
30,30,30,1.6091520672260942,0.597658937525808,0.80457603,0.69314718,0.5
30,147,30,1.6091520672260942,0.597658937525808,0.80457603,0.69314718,0.5
10,10,10,1.5403879091446053,0.6063313818168696,0.77019395,0.69314718,0.5
10,148,10,1.5403879091446053,0.6063313818168696,0.77019395,0.69314718,0.5
31,115,115,0.700818378408144,0.6085246728457883,0.35040919,0.69314718,0.5
31,149,115,0.700818378408144,0.6085246728457883,0.35040919,0.69314718,0.5
6,6,6,1.6241883124677694,0.6092291130630121,0.81209416,0.69314718,0.5
6,150,6,1.6241883124677694,0.6092291130630121,0.81209416,0.69314718,0.5
79,79,79,1.5510839964770442,0.6169996973669732,0.775542,0.69314718,0.5
79,151,79,1.5510839964770442,0.6169996973669732,0.775542,0.69314718,0.5
43,113,113,0.8101879913562161,0.6184071259091175,0.405094,0.69314718,0.5
43,152,113,0.8101879913562161,0.6184071259091175,0.405094,0.69314718,0.5
32,114,114,0.6888288064892095,0.6220648397426014,0.3444144,0.69314718,0.5
32,153,114,0.6888288064892095,0.6220648397426014,0.3444144,0.69314718,0.5
2,2,2,1.8293805968288233,0.6371450387313093,0.9146903,0.69314718,0.5
2,154,2,1.8293805968288233,0.6371450387313093,0.9146903,0.69314718,0.5
57,105,105,0.736015379460554,0.6399052024626728,0.36800769,0.69314718,0.5
57,155,105,0.736015379460554,0.6399052024626728,0.36800769,0.69314718,0.5
16,16,16,1.6466236345093483,0.6560584483026015,0.82331182,0.69314718,0.5
16,156,16,1.6466236345093483,0.6560584483026015,0.82331182,0.69314718,0.5
26,26,26,1.6535883230876962,0.6684468951655036,0.82679416,0.69314718,0.5
26,157,26,1.6535883230876962,0.6684468951655036,0.82679416,0.69314718,0.5
71,71,71,1.5382472232593576,0.6761530424769522,0.76912361,0.69314718,0.5
71,158,71,1.5382472232593576,0.6761530424769522,0.76912361,0.69314718,0.5
39,39,39,1.509939000033948,0.6857450166395069,0.7549695,0.69314718,0.5
39,159,39,1.509939000033948,0.6857450166395069,0.7549695,0.69314718,0.5
79,151,151,0.8285565937772319,0.7123950298812123,0.4142783,0.69314718,0.5
79,160,151,0.8285565937772319,0.7123950298812123,0.4142783,0.69314718,0.5
83,120,120,0.8773011883927446,0.7555308155604811,0.43865059,0.69314718,0.5
83,161,120,0.8773011883927446,0.7555308155604811,0.43865059,0.69314718,0.5
71,158,158,0.8131548398317836,0.7564676537790536,0.40657742,0.69314718,0.5
71,162,158,0.8131548398317836,0.7564676537790536,0.40657742,0.69314718,0.5
99,99,99,1.6761892550269426,0.7571069195689656,0.83809463,0.69314718,0.5
99,163,99,1.6761892550269426,0.7571069195689656,0.83809463,0.69314718,0.5
26,26,26,0.8821706223984912,0.7619764113698749,0.44108531,0.69314718,0.5
26,164,26,0.8821706223984912,0.7619764113698749,0.44108531,0.69314718,0.5
22,22,22,1.7924644589948282,0.7675922215078107,0.89623223,0.69314718,0.5
22,165,22,1.7924644589948282,0.7675922215078107,0.89623223,0.69314718,0.5
18,18,18,0.8247233970701661,0.7795580536392979,0.4123617,0.69314718,0.5
18,166,18,0.8247233970701661,0.7795580536392979,0.4123617,0.69314718,0.5
27,27,27,1.7270199889809448,0.7941734553600212,0.86350999,0.69314718,0.5
27,167,27,1.7270199889809448,0.7941734553600212,0.86350999,0.69314718,0.5
20,20,20,1.9388645683161625,0.7967809298849937,0.96943228,0.69314718,0.5
20,168,20,1.9388645683161625,0.7967809298849937,0.96943228,0.69314718,0.5
41,41,41,1.6663181306699562,0.7970291988093059,0.83315907,0.69314718,0.5
41,169,41,1.6663181306699562,0.7970291988093059,0.83315907,0.69314718,0.5
79,160,160,0.44256760961799985,0.8076926550169996,0.2212838,0.69314718,0.5
79,170,160,0.44256760961799985,0.8076926550169996,0.2212838,0.69314718,0.5
39,159,159,0.8238901358069829,0.8117786239806917,0.41194507,0.69314718,0.5
39,171,159,0.8238901358069829,0.8117786239806917,0.41194507,0.69314718,0.5
85,85,85,0.891238770794843,0.8218887043054288,0.44561939,0.69314718,0.5
85,172,85,0.891238770794843,0.8218887043054288,0.44561939,0.69314718,0.5
22,22,22,0.9322046626997149,0.8243663421474787,0.46610233,0.69314718,0.5
22,173,22,0.9322046626997149,0.8243663421474787,0.46610233,0.69314718,0.5
7,124,124,0.8554821227583042,0.8332816701522444,0.42774106,0.69314718,0.5
7,174,124,0.8554821227583042,0.8332816701522444,0.42774106,0.69314718,0.5
0,141,141,0.4892062066183035,0.8378868687190307,0.2446031,0.69314718,0.5
0,175,141,0.4892062066183035,0.8378868687190307,0.2446031,0.69314718,0.5
13,13,13,1.6824560904631947,0.8549467377114668,0.84122805,0.69314718,0.5
13,176,13,1.6824560904631947,0.8549467377114668,0.84122805,0.69314718,0.5
37,37,37,0.8496378948552842,0.8592994521578465,0.42481895,0.69314718,0.5
37,177,37,0.8496378948552842,0.8592994521578465,0.42481895,0.69314718,0.5
32,114,114,0.40657779608450506,0.8614507922005201,0.2032889,0.69314718,0.5
32,178,114,0.40657779608450506,0.8614507922005201,0.2032889,0.69314718,0.5
28,128,128,0.8113296104332808,0.8662231916679395,0.40566481,0.69314718,0.5
28,179,128,0.8113296104332808,0.8662231916679395,0.40566481,0.69314718,0.5
38,38,38,1.8104641100704484,0.8674383716584287,0.90523206,0.69314718,0.5
38,180,38,1.8104641100704484,0.8674383716584287,0.90523206,0.69314718,0.5
64,64,64,1.831523542301589,0.8705073810835474,0.91576177,0.69314718,0.5
64,181,64,1.831523542301589,0.8705073810835474,0.91576177,0.69314718,0.5
1,1,1,1.9520957119765943,0.8733461107857566,0.97604786,0.69314718,0.5
1,182,1,1.9520957119765943,0.8733461107857566,0.97604786,0.69314718,0.5
81,102,102,1.147455128186648,0.8888045647260158,0.57372756,0.69314718,0.5
81,183,102,1.147455128186648,0.8888045647260158,0.57372756,0.69314718,0.5
74,74,74,1.8191242316460179,0.899448448522464,0.90956212,0.69314718,0.5
74,184,74,1.8191242316460179,0.899448448522464,0.90956212,0.69314718,0.5
95,133,133,0.45914999900974973,0.8997037484146864,0.229575,0.69314718,0.5
95,185,133,0.45914999900974973,0.8997037484146864,0.229575,0.69314718,0.5
98,98,98,1.9762804493692907,0.9035612300678059,0.98814022,0.69314718,0.5
98,186,98,1.9762804493692907,0.9035612300678059,0.98814022,0.69314718,0.5
1,182,182,1.0235582507130025,0.9419155287687051,0.51177913,0.69314718,0.5
1,187,182,1.0235582507130025,0.9419155287687051,0.51177913,0.69314718,0.5
98,186,186,1.0175929915438409,0.9459341786270956,0.5087965,0.69314718,0.5
98,188,186,1.0175929915438409,0.9459341786270956,0.5087965,0.69314718,0.5
40,40,40,1.5615459332849602,0.9950198748358297,0.78077297,0.69314718,0.5
40,189,40,1.5615459332849602,0.9950198748358297,0.78077297,0.69314718,0.5
31,115,115,0.4610011145603552,1.0042543025295219,0.23050056,0.69314718,0.5
31,190,115,0.4610011145603552,1.0042543025295219,0.23050056,0.69314718,0.5
7,7,7,0.9752741730301597,1.0223518156731268,0.48763709,0.69314718,0.5
7,191,7,0.9752741730301597,1.0223518156731268,0.48763709,0.69314718,0.5
11,11,11,2.2248950070958426,1.0318917478149596,1.1124475,0.69314718,0.5
11,192,11,2.2248950070958426,1.0318917478149596,1.1124475,0.69314718,0.5
90,132,132,1.1149029714919574,1.0394275426185469,0.55745149,0.69314718,0.5
90,193,132,1.1149029714919574,1.0394275426185469,0.55745149,0.69314718,0.5
33,33,33,2.115281162533702,1.0431081361119332,1.05764058,0.69314718,0.5
33,194,33,2.115281162533702,1.0431081361119332,1.05764058,0.69314718,0.5
69,69,69,0.9778798012853924,1.0590280560911483,0.4889399,0.69314718,0.5
69,195,69,0.9778798012853924,1.0590280560911483,0.4889399,0.69314718,0.5
80,80,80,1.217256488431507,1.0637225372446277,0.60862824,0.69314718,0.5
80,196,80,1.217256488431507,1.0637225372446277,0.60862824,0.69314718,0.5
42,104,104,1.1908526413548672,1.0837327947350741,0.59542632,0.69314718,0.5
42,197,104,1.1908526413548672,1.0837327947350741,0.59542632,0.69314718,0.5
51,51,51,2.3148355511254537,1.0851591763638873,1.15741778,0.69314718,0.5
51,198,51,2.3148355511254537,1.0851591763638873,1.15741778,0.69314718,0.5
36,36,36,0.9721505209483777,1.0986801965355713,0.48607526,0.69314718,0.5
36,199,36,0.9721505209483777,1.0986801965355713,0.48607526,0.69314718,0.5
41,41,41,1.0333190667028596,1.1076511310778812,0.51665953,0.69314718,0.5
41,200,41,1.0333190667028596,1.1076511310778812,0.51665953,0.69314718,0.5
80,143,143,1.2657085858615569,1.1200346263772083,0.63285429,0.69314718,0.5
80,201,143,1.2657085858615569,1.1200346263772083,0.63285429,0.69314718,0.5
54,54,54,1.9880212519280105,1.127488259927869,0.99401063,0.69314718,0.5
54,202,54,1.9880212519280105,1.127488259927869,0.99401063,0.69314718,0.5
90,90,90,1.1959960064915316,1.140721955112818,0.597998,0.69314718,0.5
90,203,90,1.1959960064915316,1.140721955112818,0.597998,0.69314718,0.5
70,70,70,2.4773874485621836,1.149694650435391,1.23869372,0.69314718,0.5
70,204,70,2.4773874485621836,1.149694650435391,1.23869372,0.69314718,0.5
5,5,5,1.8144499138381156,1.1611954381571101,0.90722496,0.69314718,0.5
5,205,5,1.8144499138381156,1.1611954381571101,0.90722496,0.69314718,0.5
6,150,150,1.1961380973794804,1.1678941633573143,0.59806905,0.69314718,0.5
6,206,150,1.1961380973794804,1.1678941633573143,0.59806905,0.69314718,0.5
75,100,100,1.1509374985688257,1.1723002596202559,0.57546875,0.69314718,0.5
75,207,100,1.1509374985688257,1.1723002596202559,0.57546875,0.69314718,0.5
27,27,27,1.1275333268915095,1.1790587506127763,0.56376666,0.69314718,0.5
27,208,27,1.1275333268915095,1.1790587506127763,0.56376666,0.69314718,0.5
75,75,75,1.1570610783058328,1.179955791939581,0.57853054,0.69314718,0.5
75,209,75,1.1570610783058328,1.179955791939581,0.57853054,0.69314718,0.5
35,35,35,1.9872555164459695,1.1815133553735189,0.99362776,0.69314718,0.5
35,210,35,1.9872555164459695,1.1815133553735189,0.99362776,0.69314718,0.5
13,13,13,1.0562360766527388,1.183310208378796,0.52811804,0.69314718,0.5
13,211,13,1.0562360766527388,1.183310208378796,0.52811804,0.69314718,0.5
86,146,146,0.9383512196956035,1.1863793545359094,0.46917561,0.69314718,0.5
86,212,146,0.9383512196956035,1.1863793545359094,0.46917561,0.69314718,0.5
27,208,208,0.5686080531071405,1.1913951112044432,0.28430403,0.69314718,0.5
27,213,208,0.5686080531071405,1.1913951112044432,0.28430403,0.69314718,0.5
38,180,180,1.1332862201363896,1.191591064868165,0.56664311,0.69314718,0.5
38,214,180,1.1332862201363896,1.191591064868165,0.56664311,0.69314718,0.5
75,209,209,0.5839487519257033,1.193404436337833,0.29197438,0.69314718,0.5
75,215,209,0.5839487519257033,1.193404436337833,0.29197438,0.69314718,0.5
0,0,0,1.2535543145481443,1.1953967632246862,0.62677716,0.69314718,0.5
0,216,0,1.2535543145481443,1.1953967632246862,0.62677716,0.69314718,0.5
87,87,87,2.337840268644449,1.1955591816335072,1.16892013,0.69314718,0.5
87,217,87,2.337840268644449,1.1955591816335072,1.16892013,0.69314718,0.5
27,27,27,0.5724155903869035,1.2010235454126172,0.2862078,0.69314718,0.5
27,218,27,0.5724155903869035,1.2010235454126172,0.2862078,0.69314718,0.5
45,45,45,2.751537548329196,1.2085671328595038,1.37576877,0.69314718,0.5
45,219,45,2.751537548329196,1.2085671328595038,1.37576877,0.69314718,0.5
58,58,58,2.2228851448375924,1.2165300266304415,1.11144257,0.69314718,0.5
58,220,58,2.2228851448375924,1.2165300266304415,1.11144257,0.69314718,0.5
67,67,67,2.3642625622802944,1.219610802834732,1.18213128,0.69314718,0.5
67,221,67,2.3642625622802944,1.219610802834732,1.18213128,0.69314718,0.5
30,30,30,1.2448259627967087,1.2273023236456317,0.62241298,0.69314718,0.5
30,222,30,1.2448259627967087,1.2273023236456317,0.62241298,0.69314718,0.5
69,69,69,0.5494409967436993,1.227335474395911,0.2747205,0.69314718,0.5
69,223,69,0.5494409967436993,1.227335474395911,0.2747205,0.69314718,0.5
28,128,128,0.5230595836050611,1.2329103478766736,0.26152979,0.69314718,0.5
28,224,128,0.5230595836050611,1.2329103478766736,0.26152979,0.69314718,0.5
10,148,148,1.2005336015977492,1.24671346112674,0.6002668,0.69314718,0.5
10,225,148,1.2005336015977492,1.24671346112674,0.6002668,0.69314718,0.5
60,60,60,2.1489200303054976,1.254269661489947,1.07446002,0.69314718,0.5
60,226,60,2.1489200303054976,1.254269661489947,1.07446002,0.69314718,0.5
10,10,10,1.2106525153369254,1.2588225158957336,0.60532626,0.69314718,0.5
10,227,10,1.2106525153369254,1.2588225158957336,0.60532626,0.69314718,0.5
54,54,54,1.0910051534117344,1.261812996861457,0.54550258,0.69314718,0.5
54,228,54,1.0910051534117344,1.261812996861457,0.54550258,0.69314718,0.5
73,108,108,1.1750462598014029,1.2619936884936072,0.58752313,0.69314718,0.5
73,229,108,1.1750462598014029,1.2619936884936072,0.58752313,0.69314718,0.5
68,68,68,2.377772403003853,1.2678724090618443,1.1888862,0.69314718,0.5
68,230,68,2.377772403003853,1.2678724090618443,1.1888862,0.69314718,0.5
8,135,135,1.1082991757628526,1.283708054124883,0.55414959,0.69314718,0.5
8,231,135,1.1082991757628526,1.283708054124883,0.55414959,0.69314718,0.5
50,50,50,2.273918081196035,1.2847748596001394,1.13695904,0.69314718,0.5
50,232,50,2.273918081196035,1.2847748596001394,1.13695904,0.69314718,0.5
57,57,57,1.1604274133010415,1.2967536673060571,0.58021371,0.69314718,0.5
57,233,57,1.1604274133010415,1.2967536673060571,0.58021371,0.69314718,0.5
94,94,94,2.521615020304946,1.2995934277847159,1.26080751,0.69314718,0.5
94,234,94,2.521615020304946,1.2995934277847159,1.26080751,0.69314718,0.5
65,65,65,2.009281748385122,1.3085614335240017,1.00464087,0.69314718,0.5
65,235,65,2.009281748385122,1.3085614335240017,1.00464087,0.69314718,0.5
47,47,47,2.325929325358923,1.3114798101016372,1.16296466,0.69314718,0.5
47,236,47,2.325929325358923,1.3114798101016372,1.16296466,0.69314718,0.5
9,9,9,2.9631349422052433,1.3246179299457124,1.48156747,0.69314718,0.5
9,237,9,2.9631349422052433,1.3246179299457124,1.48156747,0.69314718,0.5
32,32,32,1.1273277158675326,1.3327544279270362,0.56366386,0.69314718,0.5
