Time,MeanN,ErrorMn,CV2N,ErrorCV2
3.4499999999999704,10.973,0.19600095249854732,0.08277171120560878,0.01057424889384528
3.45999999999997,11.053,0.19731342222002013,0.0826740563542696,0.01056002527237153
3.46999999999997,11.146,0.19794237494419598,0.0818193084373599,0.010435661987685682
3.47999999999997,11.238,0.19882326723526766,0.08120311425264011,0.01034615548549649
3.4899999999999696,11.311,0.1991615101861708,0.08043131054905574,0.010234221249355697
3.4999999999999694,11.401,0.20029939123495843,0.08007366297638101,0.0101824182983634
3.509999999999969,11.482,0.20000547740904473,0.07871636348112986,0.009986207183982854
3.519999999999969,11.55,0.20071560935119948,0.07834560821573808,0.009932717261417772
3.5299999999999687,11.637,0.2015753864384564,0.07784115331048895,0.009860011799604725
3.5399999999999685,11.718,0.2028263751765671,0.07772454699432221,0.009843217819524606
3.5499999999999683,11.793,0.20363885835835838,0.07735511544578419,0.009790041312399328
3.559999999999968,11.875,0.2053280993694635,0.0775614404432133,0.009819734384394034
3.569999999999968,11.972,0.2061135734240338,0.07689464525143813,0.009723824756104827
3.579999999999968,12.064,0.20626955994376495,0.07584098336722274,0.009572575073207568
3.5899999999999674,12.141,0.2069897757925645,0.07540587754266793,0.009510226778069038
3.5999999999999672,12.231,0.20770104533212397,0.07481174083010729,0.009425194265875195
3.609999999999967,12.304,0.20803432221219076,0.07416408927879924,0.009332640085946241
3.619999999999967,12.379,0.20891973873923142,0.073893144920641,0.009293962788361584
3.629999999999967,12.467,0.20941318211560933,0.07319820676952116,0.009194875828299729
3.6399999999999664,12.56,0.20948209525547945,0.07216570651953426,0.009047966096228734
3.649999999999966,12.654,0.2098303537698829,0.07133411767685931,0.008929912511666312
3.659999999999966,12.752,0.21129679772865728,0.07122714728538167,0.008914744363128708
3.6699999999999657,12.836,0.21168508491136073,0.07055656511402905,0.008819748764514749
3.6799999999999655,12.921,0.2124453693778463,0.07013238594383409,0.008759740559288017
3.689999999999965,12.999,0.21288255621000118,0.06957874543078375,0.0086815130903909
3.699999999999965,13.087,0.214042149329142,0.06939604664971159,0.008655722189806432
3.709999999999965,13.192,0.21465092592194956,0.06868479012768824,0.008555429650469671
3.7199999999999647,13.297,0.2168276319547573,0.06898239116950537,0.008597371759424967
3.729999999999965,13.375,0.2168239342172118,0.06817783212507643,0.008484054749229718
3.739999999999964,13.476,0.21839202908427957,0.06813462822245427,0.008477976294340526
3.749999999999964,13.546,0.21913612469837318,0.06789255302333508,0.008443930548915433
3.759999999999964,13.636,0.2202206883505209,0.06766414132830968,0.008411825716914125
3.769999999999964,13.728,0.22081947509374977,0.06712379985981384,0.008335951653056279
3.7799999999999634,13.827,0.22225541154906914,0.06702936281466614,0.008322701717475386
3.789999999999963,13.919,0.22351243606102678,0.06689653795869785,0.008304071248004316
3.799999999999963,14.042,0.22483469690907043,0.06650971049656491,0.008249849823889412
3.8099999999999623,14.14,0.2270539124164177,0.06689220144483632,0.00830346310108115
3.8199999999999625,14.24,0.22724057998930292,0.06606449627572276,0.008187511450779216
